2025-10-25 22:40:16,415 | INFO | golden_backtest | #0001 🎯 SELL @ $3363.40 | P&L: $1.58 | Balance: $101.58 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:32.6✅ ADX:41.9✅
2025-10-25 22:40:19,293 | INFO | golden_backtest | #0237 🎯 BUY @ $3450.30 | P&L: $2.13 | Balance: $556.01 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.5✅ ADX:42.1✅
2025-10-25 22:40:19,297 | INFO | golden_backtest | #0238 🎯 BUY @ $3445.00 | P&L: $2.04 | Balance: $558.06 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.6✅ ADX:43.2✅
2025-10-25 22:40:19,301 | INFO | golden_backtest | #0239 🎯 BUY @ $3451.60 | P&L: $2.23 | Balance: $560.28 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.9✅ ADX:45.3✅
2025-10-25 22:40:19,305 | INFO | golden_backtest | #0240 🎯 BUY @ $3454.60 | P&L: $1.77 | Balance: $562.05 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.0✅ ADX:47.7✅
2025-10-25 22:40:19,309 | INFO | golden_backtest | #0241 🎯 BUY @ $3451.40 | P&L: $2.35 | Balance: $564.40 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:59.7✅ ADX:49.0✅
2025-10-25 22:40:19,313 | INFO | golden_backtest | #0242 🎯 BUY @ $3450.30 | P&L: $2.29 | Balance: $566.69 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.0✅ ADX:44.5✅
2025-10-25 22:40:19,317 | INFO | golden_backtest | #0243 🎯 BUY @ $3453.90 | P&L: $1.61 | Balance: $568.29 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.8✅ ADX:40.0✅
2025-10-25 22:40:19,321 | INFO | golden_backtest | #0244 🎯 BUY @ $3453.90 | P&L: $2.00 | Balance: $570.29 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:59.1✅ ADX:35.6✅
2025-10-25 22:40:19,325 | INFO | golden_backtest | #0245 🎯 BUY @ $3455.30 | P&L: $2.20 | Balance: $572.49 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.4✅ ADX:31.9✅
2025-10-25 22:40:19,329 | INFO | golden_backtest | #0246 🎯 BUY @ $3452.10 | P&L: $1.78 | Balance: $574.28 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.0✅ ADX:28.2✅
2025-10-25 22:40:19,333 | INFO | golden_backtest | #0247 🎯 BUY @ $3466.80 | P&L: $1.76 | Balance: $576.04 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.9✅ ADX:27.9✅
2025-10-25 22:40:19,337 | INFO | golden_backtest | #0248 🎯 BUY @ $3482.70 | P&L: $1.71 | Balance: $577.75 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.6✅ ADX:27.2✅
2025-10-25 22:40:19,341 | INFO | golden_backtest | #0249 🎯 BUY @ $3488.60 | P&L: $2.39 | Balance: $580.14 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.8✅ ADX:26.9✅
2025-10-25 22:40:19,356 | INFO | golden_backtest | #0250 🎯 BUY @ $3488.90 | P&L: $1.85 | Balance: $581.98 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.4✅ ADX:36.9✅
2025-10-25 22:40:19,360 | INFO | golden_backtest | #0251 🎯 BUY @ $3489.10 | P&L: $2.38 | Balance: $584.37 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.4✅ ADX:37.8✅
2025-10-25 22:40:19,368 | INFO | golden_backtest | #0252 🎯 BUY @ $3487.10 | P&L: $2.02 | Balance: $586.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.8✅ ADX:43.7✅
2025-10-25 22:40:19,376 | INFO | golden_backtest | #0253 🎯 BUY @ $3492.70 | P&L: $1.68 | Balance: $588.07 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.4✅ ADX:53.6✅
2025-10-25 22:40:19,380 | INFO | golden_backtest | #0254 🎯 BUY @ $3482.50 | P&L: $2.33 | Balance: $590.40 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.3✅ ADX:57.9✅
2025-10-25 22:40:19,384 | INFO | golden_backtest | #0255 🎯 BUY @ $3494.10 | P&L: $1.65 | Balance: $592.06 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.3✅ ADX:62.4✅
2025-10-25 22:40:19,388 | INFO | golden_backtest | #0256 🎯 BUY @ $3472.20 | P&L: $2.35 | Balance: $594.40 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.0✅ ADX:64.4✅
2025-10-25 22:40:19,392 | INFO | golden_backtest | #0257 🎯 BUY @ $3475.70 | P&L: $2.39 | Balance: $596.79 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.2✅ ADX:65.4✅
2025-10-25 22:40:19,396 | INFO | golden_backtest | #0258 🎯 BUY @ $3481.20 | P&L: $2.13 | Balance: $598.92 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.0✅ ADX:64.1✅
2025-10-25 22:40:19,400 | INFO | golden_backtest | #0259 🎯 BUY @ $3495.00 | P&L: $1.67 | Balance: $600.58 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:49.5✅ ADX:61.8✅
2025-10-25 22:40:19,404 | INFO | golden_backtest | #0260 🎯 BUY @ $3492.80 | P&L: $1.57 | Balance: $602.15 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:42.6✅ ADX:58.0✅
2025-10-25 22:40:19,408 | INFO | golden_backtest | #0261 🎯 BUY @ $3492.30 | P&L: $2.38 | Balance: $604.53 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.1✅ ADX:54.8✅
2025-10-25 22:40:19,412 | INFO | golden_backtest | #0262 🎯 BUY @ $3488.40 | P&L: $1.56 | Balance: $606.09 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:49.7✅ ADX:51.5✅
2025-10-25 22:40:19,427 | INFO | golden_backtest | #0263 🎯 BUY @ $3491.30 | P&L: $1.62 | Balance: $607.71 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.6✅ ADX:35.8✅
2025-10-25 22:40:19,431 | INFO | golden_backtest | #0264 🎯 BUY @ $3460.10 | P&L: $2.27 | Balance: $609.98 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:40.8✅ ADX:30.3✅
2025-10-25 22:40:19,777 | INFO | golden_backtest | #0265 🎯 SELL @ $3383.80 | P&L: $1.52 | Balance: $611.50 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:31.8✅ ADX:20.7✅
2025-10-25 22:40:19,781 | INFO | golden_backtest | #0266 🎯 SELL @ $3384.60 | P&L: $2.33 | Balance: $613.83 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:31.7✅ ADX:23.6✅
2025-10-25 22:40:19,785 | INFO | golden_backtest | #0267 🎯 SELL @ $3385.30 | P&L: $1.67 | Balance: $615.50 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:33.4✅ ADX:25.2✅
2025-10-25 22:40:19,793 | INFO | golden_backtest | #0268 🎯 SELL @ $3379.30 | P&L: $2.22 | Balance: $617.72 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:35.5✅ ADX:30.0✅
2025-10-25 22:40:19,797 | INFO | golden_backtest | #0269 🎯 SELL @ $3381.10 | P&L: $1.86 | Balance: $619.58 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:38.3✅ ADX:31.9✅
2025-10-25 22:40:19,813 | INFO | golden_backtest | #0270 🎯 SELL @ $3389.70 | P&L: $1.83 | Balance: $621.41 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:39.2✅ ADX:45.7✅
2025-10-25 22:40:19,817 | INFO | golden_backtest | #0271 🎯 SELL @ $3391.00 | P&L: $1.52 | Balance: $622.93 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:48.3✅ ADX:46.4✅
2025-10-25 22:40:19,821 | INFO | golden_backtest | #0272 🎯 SELL @ $3389.90 | P&L: $2.19 | Balance: $625.12 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:53.6✅ ADX:43.1✅
2025-10-25 22:40:19,826 | INFO | golden_backtest | #0273 🎯 SELL @ $3386.20 | P&L: $2.42 | Balance: $627.54 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:46.3✅ ADX:39.7✅
2025-10-25 22:40:19,834 | INFO | golden_backtest | #0274 🎯 SELL @ $3387.40 | P&L: $1.88 | Balance: $629.42 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:55.1✅ ADX:36.7✅
2025-10-25 22:40:19,838 | INFO | golden_backtest | #0275 🎯 SELL @ $3389.40 | P&L: $1.78 | Balance: $631.20 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:56.6✅ ADX:35.2✅
2025-10-25 22:40:19,842 | INFO | golden_backtest | #0276 🎯 SELL @ $3383.60 | P&L: $1.96 | Balance: $633.17 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:48.0✅ ADX:33.3✅
2025-10-25 22:40:19,846 | INFO | golden_backtest | #0277 🎯 SELL @ $3388.30 | P&L: $2.22 | Balance: $635.39 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:56.9✅ ADX:32.2✅
2025-10-25 22:40:19,854 | INFO | golden_backtest | #0278 🎯 SELL @ $3382.30 | P&L: $1.53 | Balance: $636.92 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:51.3✅ ADX:30.5✅
2025-10-25 22:40:19,858 | INFO | golden_backtest | #0279 🎯 SELL @ $3387.80 | P&L: $2.27 | Balance: $639.19 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:55.0✅ ADX:27.9✅
2025-10-25 22:40:19,862 | INFO | golden_backtest | #0280 🎯 SELL @ $3388.30 | P&L: $1.93 | Balance: $641.12 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:53.7✅ ADX:25.4✅
2025-10-25 22:40:19,866 | INFO | golden_backtest | #0281 🎯 SELL @ $3384.80 | P&L: $2.32 | Balance: $643.44 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:49.1✅ ADX:21.7✅
2025-10-25 22:40:19,870 | INFO | golden_backtest | #0282 🎯 SELL @ $3382.40 | P&L: $2.39 | Balance: $645.84 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:42.7✅ ADX:20.2✅
2025-10-25 22:40:19,878 | INFO | golden_backtest | #0283 🎯 SELL @ $3383.90 | P&L: $1.62 | Balance: $647.46 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:44.0✅ ADX:21.4✅
2025-10-25 22:40:19,882 | INFO | golden_backtest | #0284 🎯 SELL @ $3382.60 | P&L: $2.24 | Balance: $649.69 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:46.2✅ ADX:22.8✅
2025-10-25 22:40:19,886 | INFO | golden_backtest | #0285 🎯 SELL @ $3379.40 | P&L: $2.21 | Balance: $651.91 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:35.3✅ ADX:23.8✅
2025-10-25 22:40:19,890 | INFO | golden_backtest | #0286 🎯 SELL @ $3371.80 | P&L: $1.90 | Balance: $653.81 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:33.5✅ ADX:26.6✅
2025-10-25 22:40:19,894 | INFO | golden_backtest | #0287 🎯 SELL @ $3385.30 | P&L: $1.87 | Balance: $655.68 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:46.5✅ ADX:27.0✅
2025-10-25 22:40:19,898 | INFO | golden_backtest | #0288 🎯 SELL @ $3392.50 | P&L: $1.46 | Balance: $657.14 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:57.4✅ ADX:27.1✅
2025-10-25 22:40:19,902 | INFO | golden_backtest | #0289 🎯 SELL @ $3388.50 | P&L: $2.23 | Balance: $659.38 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:50.2✅ ADX:26.2✅
2025-10-25 22:40:19,906 | INFO | golden_backtest | #0290 🎯 SELL @ $3392.90 | P&L: $1.50 | Balance: $660.87 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:52.9✅ ADX:24.5✅
2025-10-25 22:40:19,997 | INFO | golden_backtest | #0291 🎯 SELL @ $3381.30 | P&L: $1.52 | Balance: $662.39 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:36.7✅ ADX:45.9✅
2025-10-25 22:40:20,001 | INFO | golden_backtest | #0292 🎯 SELL @ $3381.10 | P&L: $1.98 | Balance: $664.38 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:47.2✅ ADX:44.8✅
2025-10-25 22:40:20,005 | INFO | golden_backtest | #0293 🎯 SELL @ $3381.60 | P&L: $1.84 | Balance: $666.21 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:55.1✅ ADX:45.2✅
2025-10-25 22:40:20,009 | INFO | golden_backtest | #0294 🎯 SELL @ $3380.30 | P&L: $1.91 | Balance: $668.12 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:49.3✅ ADX:44.8✅
2025-10-25 22:40:20,014 | INFO | golden_backtest | #0295 🎯 SELL @ $3380.10 | P&L: $2.11 | Balance: $670.23 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:52.9✅ ADX:44.0✅
2025-10-25 22:40:20,022 | INFO | golden_backtest | #0296 🎯 SELL @ $3382.40 | P&L: $1.95 | Balance: $672.19 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:59.5✅ ADX:39.9✅
2025-10-25 22:40:20,034 | INFO | golden_backtest | #0297 🎯 SELL @ $3384.40 | P&L: $1.64 | Balance: $673.83 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:59.5✅ ADX:32.0✅
2025-10-25 22:40:20,038 | INFO | golden_backtest | #0298 🎯 SELL @ $3379.40 | P&L: $1.85 | Balance: $675.68 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:49.9✅ ADX:28.5✅
2025-10-25 22:40:20,042 | INFO | golden_backtest | #0299 🎯 SELL @ $3377.90 | P&L: $2.41 | Balance: $678.09 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:52.6✅ ADX:23.3✅
2025-10-25 22:40:20,046 | INFO | golden_backtest | #0300 🎯 SELL @ $3369.30 | P&L: $1.70 | Balance: $679.79 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:37.7✅ ADX:20.1✅
2025-10-25 22:40:20,101 | INFO | golden_backtest | #0301 🎯 SELL @ $3365.90 | P&L: $2.29 | Balance: $682.08 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:44.0✅ ADX:56.0✅
2025-10-25 22:40:20,105 | INFO | golden_backtest | #0302 🎯 SELL @ $3365.60 | P&L: $3.61 | Balance: $685.68 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:48.3✅ ADX:56.0✅
2025-10-25 22:40:20,316 | INFO | golden_backtest | #0303 🎯 SELL @ $3376.00 | P&L: $1.82 | Balance: $687.51 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:41.6✅ ADX:33.8✅
2025-10-25 22:40:20,359 | INFO | golden_backtest | #0304 🎯 BUY @ $3407.80 | P&L: $2.16 | Balance: $689.67 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.8✅ ADX:53.4✅
2025-10-25 22:40:20,379 | INFO | golden_backtest | #0305 🎯 BUY @ $3413.30 | P&L: $1.72 | Balance: $691.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:51.2✅ ADX:55.3✅
2025-10-25 22:40:20,383 | INFO | golden_backtest | #0306 🎯 BUY @ $3411.00 | P&L: $2.43 | Balance: $693.82 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:44.0✅ ADX:53.3✅
2025-10-25 22:40:20,392 | INFO | golden_backtest | #0307 🎯 BUY @ $3411.60 | P&L: $1.62 | Balance: $695.44 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:40.9✅ ADX:50.5✅
2025-10-25 22:40:20,400 | INFO | golden_backtest | #0308 🎯 BUY @ $3415.70 | P&L: $2.17 | Balance: $697.61 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.5✅ ADX:44.9✅
2025-10-25 22:40:20,404 | INFO | golden_backtest | #0309 🎯 BUY @ $3409.00 | P&L: $1.78 | Balance: $699.38 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:45.1✅ ADX:41.6✅
2025-10-25 22:40:20,408 | INFO | golden_backtest | #0310 🎯 BUY @ $3415.30 | P&L: $2.31 | Balance: $701.70 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:50.4✅ ADX:38.6✅
2025-10-25 22:40:20,412 | INFO | golden_backtest | #0311 🎯 BUY @ $3418.70 | P&L: $1.68 | Balance: $703.37 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:59.6✅ ADX:35.3✅
2025-10-25 22:40:20,416 | INFO | golden_backtest | #0312 🎯 BUY @ $3418.90 | P&L: $2.24 | Balance: $705.62 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.1✅ ADX:33.9✅
2025-10-25 22:40:20,420 | INFO | golden_backtest | #0313 🎯 BUY @ $3418.60 | P&L: $2.09 | Balance: $707.71 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.2✅ ADX:32.1✅
2025-10-25 22:40:20,424 | INFO | golden_backtest | #0314 🎯 BUY @ $3415.50 | P&L: $1.73 | Balance: $709.44 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.5✅ ADX:28.3✅
2025-10-25 22:40:20,428 | INFO | golden_backtest | #0315 🎯 BUY @ $3415.40 | P&L: $1.51 | Balance: $710.95 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.4✅ ADX:25.0✅
2025-10-25 22:40:20,432 | INFO | golden_backtest | #0316 🎯 BUY @ $3410.60 | P&L: $2.07 | Balance: $713.03 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.0✅ ADX:21.9✅
2025-10-25 22:40:20,436 | INFO | golden_backtest | #0317 🎯 BUY @ $3410.70 | P&L: $1.73 | Balance: $714.76 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.6✅ ADX:21.1✅
2025-10-25 22:40:20,440 | INFO | golden_backtest | #0318 🎯 BUY @ $3408.40 | P&L: $1.51 | Balance: $716.27 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.6✅ ADX:20.8✅
2025-10-25 22:40:20,544 | INFO | golden_backtest | #0319 🎯 BUY @ $3436.60 | P&L: $1.58 | Balance: $717.85 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.2✅ ADX:23.1✅
2025-10-25 22:40:20,548 | INFO | golden_backtest | #0320 🎯 BUY @ $3433.70 | P&L: $1.78 | Balance: $719.63 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.8✅ ADX:24.8✅
2025-10-25 22:40:20,552 | INFO | golden_backtest | #0321 🎯 BUY @ $3431.00 | P&L: $2.28 | Balance: $721.92 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.2✅ ADX:26.0✅
2025-10-25 22:40:20,556 | INFO | golden_backtest | #0322 🎯 BUY @ $3426.00 | P&L: $1.64 | Balance: $723.55 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:54.0✅ ADX:24.8✅
2025-10-25 22:40:20,560 | INFO | golden_backtest | #0323 🎯 BUY @ $3426.70 | P&L: $2.00 | Balance: $725.55 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:49.4✅ ADX:24.1✅
2025-10-25 22:40:20,568 | INFO | golden_backtest | #0324 🎯 BUY @ $3430.50 | P&L: $1.79 | Balance: $727.35 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.8✅ ADX:25.2✅
2025-10-25 22:40:20,573 | INFO | golden_backtest | #0325 🎯 BUY @ $3433.10 | P&L: $2.23 | Balance: $729.57 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.4✅ ADX:24.8✅
2025-10-25 22:40:20,577 | INFO | golden_backtest | #0326 🎯 BUY @ $3426.90 | P&L: $2.22 | Balance: $731.79 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:41.3✅ ADX:25.6✅
2025-10-25 22:40:20,597 | INFO | golden_backtest | #0327 🎯 BUY @ $3435.70 | P&L: $1.79 | Balance: $733.59 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.8✅ ADX:26.2✅
2025-10-25 22:40:20,601 | INFO | golden_backtest | #0328 🎯 BUY @ $3438.10 | P&L: $2.07 | Balance: $735.66 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:51.6✅ ADX:22.5✅
2025-10-25 22:40:20,605 | INFO | golden_backtest | #0329 🎯 BUY @ $3448.90 | P&L: $1.99 | Balance: $737.65 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.9✅ ADX:22.0✅
2025-10-25 22:40:20,609 | INFO | golden_backtest | #0330 🎯 BUY @ $3447.60 | P&L: $1.55 | Balance: $739.20 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.6✅ ADX:22.1✅
2025-10-25 22:40:20,625 | INFO | golden_backtest | #0331 🎯 BUY @ $3449.20 | P&L: $2.11 | Balance: $741.31 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.5✅ ADX:30.9✅
2025-10-25 22:40:20,629 | INFO | golden_backtest | #0332 🎯 BUY @ $3451.00 | P&L: $1.91 | Balance: $743.22 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.0✅ ADX:33.8✅
2025-10-25 22:40:20,637 | INFO | golden_backtest | #0333 🎯 BUY @ $3443.60 | P&L: $2.04 | Balance: $745.26 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.5✅ ADX:37.9✅
2025-10-25 22:40:20,645 | INFO | golden_backtest | #0334 🎯 BUY @ $3445.10 | P&L: $2.34 | Balance: $747.60 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.2✅ ADX:38.5✅
2025-10-25 22:40:20,653 | INFO | golden_backtest | #0335 🎯 BUY @ $3446.00 | P&L: $2.08 | Balance: $749.68 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.4✅ ADX:39.9✅
2025-10-25 22:40:20,658 | INFO | golden_backtest | #0336 🎯 BUY @ $3451.50 | P&L: $2.13 | Balance: $751.81 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.1✅ ADX:42.6✅
2025-10-25 22:40:20,662 | INFO | golden_backtest | #0337 🎯 BUY @ $3450.80 | P&L: $3.38 | Balance: $755.19 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.0✅ ADX:41.5✅
2025-10-25 22:40:20,666 | INFO | golden_backtest | #0338 🎯 BUY @ $3456.90 | P&L: $3.41 | Balance: $758.60 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.8✅ ADX:41.2✅
2025-10-25 22:40:20,670 | INFO | golden_backtest | #0339 🎯 BUY @ $3455.20 | P&L: $4.07 | Balance: $762.67 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:59.7✅ ADX:41.0✅
2025-10-25 22:40:20,674 | INFO | golden_backtest | #0340 🎯 BUY @ $3454.70 | P&L: $4.17 | Balance: $766.84 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.2✅ ADX:39.2✅
2025-10-25 22:40:20,678 | INFO | golden_backtest | #0341 🎯 BUY @ $3462.00 | P&L: $1.86 | Balance: $768.70 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.3✅ ADX:38.7✅
2025-10-25 22:40:20,682 | INFO | golden_backtest | #0342 🎯 BUY @ $3455.90 | P&L: $2.27 | Balance: $770.96 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.4✅ ADX:37.4✅
2025-10-25 22:40:20,686 | INFO | golden_backtest | #0343 🎯 BUY @ $3464.80 | P&L: $1.56 | Balance: $772.53 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.2✅ ADX:35.8✅
2025-10-25 22:40:20,690 | INFO | golden_backtest | #0344 🎯 BUY @ $3468.90 | P&L: $1.97 | Balance: $774.49 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.2✅ ADX:34.5✅
2025-10-25 22:40:20,722 | INFO | golden_backtest | #0345 🎯 BUY @ $3475.30 | P&L: $2.07 | Balance: $776.57 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.5✅ ADX:39.0✅
2025-10-25 22:40:20,726 | INFO | golden_backtest | #0346 🎯 BUY @ $3473.50 | P&L: $2.42 | Balance: $778.99 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.3✅ ADX:38.8✅
2025-10-25 22:40:20,731 | INFO | golden_backtest | #0347 🎯 BUY @ $3472.30 | P&L: $1.96 | Balance: $780.95 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.3✅ ADX:40.1✅
2025-10-25 22:40:20,735 | INFO | golden_backtest | #0348 🎯 BUY @ $3471.40 | P&L: $1.62 | Balance: $782.56 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.3✅ ADX:38.9✅
2025-10-25 22:40:20,743 | INFO | golden_backtest | #0349 🎯 BUY @ $3469.60 | P&L: $3.69 | Balance: $786.26 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.5✅ ADX:35.7✅
2025-10-25 22:40:20,747 | INFO | golden_backtest | #0350 🎯 BUY @ $3470.60 | P&L: $4.17 | Balance: $790.43 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.4✅ ADX:33.1✅
2025-10-25 22:40:20,751 | INFO | golden_backtest | #0351 🎯 BUY @ $3469.10 | P&L: $3.32 | Balance: $793.75 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.0✅ ADX:31.7✅
2025-10-25 22:40:20,755 | INFO | golden_backtest | #0352 🎯 BUY @ $3471.20 | P&L: $3.91 | Balance: $797.66 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:44.0✅ ADX:29.2✅
2025-10-25 22:40:20,775 | INFO | golden_backtest | #0353 🎯 BUY @ $3475.90 | P&L: $3.71 | Balance: $801.36 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:50.3✅ ADX:20.5✅
2025-10-25 22:40:20,843 | INFO | golden_backtest | #0354 🎯 BUY @ $3548.00 | P&L: $2.36 | Balance: $803.72 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.6✅ ADX:65.3✅
